id;title;release_dates;publisher;dev;support_dev;genres;game_modes;themes;mult_modes;game_eng;series;perspective
5573;nascar-thunder-2004;"Sep 16, 2003 - PlayStation; Sep 16, 2003 - PlayStation 2; Sep 16, 2003 - Xbox; Sep 16, 2003 - PC (Microsoft Windows)";EA Sports;EA Tiburon, Image Space Incorporated, Budcat Creations;;Racing, Simulator, Sport;Single player, Split screen;;;;NASCAR;
5574;natural-doctrine;"Mar 19, 2014 - PlayStation 3; Mar 19, 2014 - PlayStation Vita; Sep 30, 2014 - PlayStation Network";Kadokawa Games;;;Role-playing (RPG), Strategy;;;;;;
5575;natural-selection-2;Oct 30, 2012 - PC (Microsoft Windows);Unknown Worlds Entertainment;Unknown Worlds Entertainment;;Indie, Real Time Strategy (RTS), Shooter, Strategy;Multiplayer;Action, Horror, Science fiction, Survival;;GoldSrc;Natural Selection;First person
5576;naughty-bear;"Jun 25, 2010 - PlayStation 3; Jun 29, 2010 - Xbox 360";505 Games;Artificial Mind & Movement;;Hack and slash/Beat 'em up, Strategy;Multiplayer, Single player;Action, Comedy;;;Naughty Bear;Third person
5577;naughty-bear-panic-in-paradise;"Oct 09, 2012 - Xbox Live Arcade; Oct 09, 2012 - PlayStation Network";505 Games;Behaviour Interactive;;;Multiplayer, Single player;;;;Naughty Bear;Third person
5578;naval-assault-the-killing-tide;Jul 15, 2010 - Xbox 360;;;;Simulator;;Warfare;;;;
5579;naval-ops-commander;;;;;Strategy;;Action, Science fiction;;;Naval ops;
5580;naval-ops-warship-gunner;Jul 24, 2003 - PlayStation 2;;;;Strategy;;Action, Science fiction;;;Naval ops;
5581;naval-war-arctic-circle;Apr 10, 2012 - PC (Microsoft Windows);Paradox Interactive;TURBO TAPE GAMES;;Real Time Strategy (RTS), Simulator, Strategy;Multiplayer, Single player;Action, Fantasy, Historical, Warfare;;;Naval War: Artic Circle;Bird view / Isometric
5582;nba;;;;;;;;;;;
5583;nba-06;Oct 26, 2005 - PlayStation Portable;;;;Simulator, Sport;;;;;NBA;
5584;nba-07;"TBD - PlayStation Portable; Sep 26, 2006 - PlayStation 2; Nov 17, 2006 - PlayStation 3";Sony Computer Entertainment, Inc. (SCEI);SIE San Diego Studio;;Simulator, Sport;Single player, Split screen;;;;NBA;
5585;nba-08;"TBD - PlayStation 2; TBD - PlayStation Portable; Oct 12, 2007 - PlayStation 3";Sony Computer Entertainment, Inc. (SCEI);SIE San Diego Studio;;Simulator, Sport;Multiplayer, Single player, Split screen;;;;NBA;Third person
5586;nba-09-the-inside;"TBD - PlayStation 2; TBD - PlayStation Portable; Oct 07, 2008 - PlayStation 3";Sony Computer Entertainment, Inc. (SCEI);SIE San Diego Studio;;Sport;Multiplayer, Single player, Split screen;;;;NBA;Third person
5587;nba-10-the-inside;;;;;Simulator, Sport;;;;;NBA;
5588;nba-2k1;Oct 31, 2000 - Dreamcast;SEGA of America;Visual Concepts;;Simulator, Sport;;Action;;;NBA 2K;Third person
5589;nba-2k10;"Oct 06, 2009 - PlayStation 3; Oct 12, 2009 - PC (Microsoft Windows); Oct 15, 2009 - PlayStation 2; Oct 15, 2009 - PlayStation Portable; Oct 15, 2009 - Xbox 360; Nov 09, 2009 - Wii";2K Sports;Visual Concepts;;Simulator, Sport;Multiplayer, Single player, Split screen;;;;NBA 2K;Third person
5590;nba-2k10-draft-combine;"Sep 03, 2009 - PlayStation 3; Sep 26, 2009 - Xbox 360";;;;Simulator, Sport;;;;;NBA 2K;
5591;nba-2k11;"Oct 05, 2010 - PlayStation 2; Oct 05, 2010 - PlayStation 3; Oct 05, 2010 - PlayStation Portable; Oct 05, 2010 - PC (Microsoft Windows); Oct 05, 2010 - Xbox 360; Oct 20, 2010 - Wii";2K Sports;Visual Concepts;;Sport;Multiplayer, Single player, Split screen;;;;NBA 2K;Third person
5592;nba-2k12;"Oct 04, 2011 - PlayStation 2; Oct 04, 2011 - PlayStation 3; Oct 04, 2011 - iOS; Oct 04, 2011 - Wii; Oct 04, 2011 - PlayStation Portable; Oct 04, 2011 - PC (Microsoft Windows); Oct 04, 2011 - Xbox 360";2K Sports;Visual Concepts, Virtuos;;Simulator, Sport, Strategy;Multiplayer, Single player, Split screen;;;;NBA 2K;Third person
5593;nba-2k13;"Oct 02, 2012 - PlayStation 3; Oct 02, 2012 - Android; Oct 02, 2012 - iOS; Oct 02, 2012 - Wii; Oct 02, 2012 - PlayStation Portable; Oct 02, 2012 - PC (Microsoft Windows); Oct 02, 2012 - Xbox 360; Nov 18, 2012 - Wii U";2K Sports;Visual Concepts;;Simulator, Sport, Strategy;Multiplayer, Single player, Split screen;;;;NBA 2K;Third person
5594;nba-2k14;"Oct 01, 2013 - PlayStation 3; Oct 01, 2013 - Android; Oct 01, 2013 - iOS; Oct 01, 2013 - PC (Microsoft Windows); Oct 01, 2013 - Xbox 360; Nov 15, 2013 - PlayStation 4; Nov 22, 2013 - Xbox One";2K Sports;Visual Concepts;;Sport;Multiplayer, Single player, Split screen;;All platforms: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op  yes, LAN Co-op  yes, Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;NBA 2K;Third person
5595;nba-2k15;"Oct 07, 2014 - PlayStation 3; Oct 07, 2014 - PlayStation 4; Oct 07, 2014 - Xbox One; Oct 07, 2014 - PC (Microsoft Windows); Oct 07, 2014 - Xbox 360";2K Sports;Visual Concepts;;Simulator, Sport;;Non-fiction;All platforms: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;NBA 2K;
5596;nba-2k16;"Sep 29, 2015 - PlayStation 3; Sep 29, 2015 - PlayStation 4; Sep 29, 2015 - Xbox One; Sep 29, 2015 - PC (Microsoft Windows); Sep 29, 2015 - Xbox 360";2K Sports;Visual Concepts;;Sport;Co-operative, Multiplayer, Single player;Non-fiction;All platforms: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op  yes, LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;NBA 2K;Third person
5597;nba-2k17;"Sep 16, 2016 - PlayStation Network; Sep 16, 2016 - PlayStation 3; Sep 20, 2016 - PlayStation 4; Sep 20, 2016 - Xbox One; Sep 20, 2016 - PC (Microsoft Windows); Sep 20, 2016 - Xbox 360";2K Sports;Visual Concepts;;Sport;Co-operative, Multiplayer, Single player;Non-fiction;Xbox One: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 10, Offline max players: 4, Offline Co-op  yes, Online Co-op  yes, LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;NBA 2K;Third person
5598;nba-2k18;"Sep 15, 2017 - PlayStation 4; Sep 15, 2017 - Nintendo Switch; Sep 19, 2017 - PlayStation 3; Sep 19, 2017 - Xbox One; Sep 19, 2017 - PC (Microsoft Windows); Sep 19, 2017 - Xbox 360; Sep 20, 2017 - iOS";2K Games;Visual Concepts;;Simulator, Sport;Co-operative, Multiplayer, Single player;Action, Non-fiction;Xbox One: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 10, Offline max players: 4, Offline Co-op  yes, Online Co-op  yes, LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;NBA 2K;Bird view / Isometric, Third person
5599;nba-2k19;"Sep 11, 2018 - PlayStation 4; Sep 11, 2018 - Xbox One; Sep 11, 2018 - PC (Microsoft Windows); Sep 11, 2018 - Nintendo Switch";2K Sports;Visual Concepts;;Simulator, Sport;Multiplayer, Single player;Non-fiction;;;NBA 2K;
5600;nba-2k2;"Feb 27, 2002 - Xbox; Mar 20, 2002 - Nintendo GameCube; May 23, 2002 - PlayStation 2; May 23, 2002 - Dreamcast";Sega;Visual Concepts;;Simulator, Sport;Single player, Split screen;;;;NBA 2K;Third person
5601;nba-2k20;"Sep 06, 2019 - PlayStation 4; Sep 06, 2019 - Xbox One; Sep 06, 2019 - PC (Microsoft Windows); Sep 06, 2019 - Nintendo Switch; Dec 31, 2019 - Google Stadia";2K Games;;;Simulator, Sport;Co-operative, Multiplayer, Single player;;;;NBA 2K;Bird view / Isometric
5602;nba-2k3;"Oct 08, 2002 - PlayStation 2; Oct 08, 2002 - Xbox; Oct 08, 2002 - Nintendo GameCube";Sega;Visual Concepts;;Simulator, Sport;Single player, Split screen;;;;NBA 2K;Third person
5603;nba-2k6;"Sep 26, 2005 - PlayStation 2; Sep 26, 2005 - Xbox; Sep 26, 2005 - Xbox 360";2K Sports, Take-Two Interactive;Visual Concepts;;Simulator, Sport;Multiplayer, Single player;;;;NBA 2K;Bird view / Isometric
5604;nba-2k7;"Sep 25, 2006 - PlayStation 2; Sep 25, 2006 - PlayStation 3; Sep 25, 2006 - Xbox; Sep 25, 2006 - Xbox 360";2K Sports, Take-Two Interactive;Visual Concepts;;Simulator, Sport;Multiplayer, Single player;;;;NBA 2K;Bird view / Isometric
5605;nba-2k8;"Oct 02, 2007 - PlayStation 2; Oct 02, 2007 - PlayStation 3; Oct 02, 2007 - Xbox 360";2K Sports, Take-Two Interactive;Visual Concepts;;Simulator, Sport;Multiplayer, Single player;;;;NBA 2K;
5606;nba-2k9;"Oct 07, 2008 - PlayStation 2; Oct 07, 2008 - PlayStation 3; Oct 07, 2008 - PC (Microsoft Windows); Oct 07, 2008 - Xbox 360";2K Sports, Take-Two Interactive;Visual Concepts;;Simulator, Sport;Multiplayer, Single player;;;;NBA 2K;Bird view / Isometric
5607;nba-2k-playgrounds-2;"Oct 16, 2018 - PlayStation 4; Oct 16, 2018 - Xbox One; Oct 16, 2018 - PC (Microsoft Windows); Oct 16, 2018 - Nintendo Switch";2K Games, 2K Sports;Saber Interactive;;Arcade, Sport;Co-operative, Multiplayer, Single player;Action;;;NBA Playgrounds;Bird view / Isometric, Third person
5608;nba-baller-beats;Oct 11, 2012 - Xbox 360;;;;Music, Sport;Multiplayer, Single player;;;;NBA;Bird view / Isometric, Side view
5609;nba-ballers;"Apr 05, 2004 - PlayStation 2; Apr 05, 2004 - Xbox";Midway;Midway;;Sport;Single player, Split screen;Action;;;NBA Ballers;Third person
5610;nba-ballers-chosen-one;"Apr 21, 2008 - Xbox 360; Apr 25, 2008 - PlayStation 3";Renderware;Midway Games;;Sport;Multiplayer, Single player, Split screen;;;;NBA Ballers;Third person
5611;nba-ballers-phenom;"Mar 29, 2006 - Xbox; Apr 05, 2006 - PlayStation 2";Midway;Midway;;Sport;Single player, Split screen;;;;NBA Ballers;Third person
5612;nba-ballers-rebound;;;;;Sport;;;;;NBA Ballers;
5613;nba-courtside-2002;Jan 13, 2002 - Nintendo GameCube;Nintendo;Left Field Productions;;Simulator, Sport;Single player, Split screen;;;;NBA Courtside;Third person
5614;nba-hoopz;"Feb 12, 2001 - PlayStation; Feb 13, 2001 - Dreamcast; Feb 25, 2001 - Game Boy Color; Feb 26, 2001 - PlayStation 2";Midway Games;Eurocom Entertainment Software;;Sport;Multiplayer, Single player;Action, Non-fiction;;;;Side view
5615;nba-inside-drive-2002;;;;;Simulator, Sport;;;;;NBA Inside Drive;
5616;nba-inside-drive-2003;Dec 01, 2002 - Xbox;;;;Simulator, Sport;;;;;NBA Inside Drive;
5617;nba-inside-drive-2004;Dec 18, 2003 - Xbox;;;;Simulator, Sport;;;;;NBA Inside Drive;
5618;nba-jam;"Oct 05, 2010 - Wii; Nov 17, 2010 - PlayStation 3; Nov 17, 2010 - Xbox 360; Feb 10, 2011 - Mac; Feb 10, 2011 - Android; Feb 10, 2011 - iOS; Mar 21, 2013 - Windows Phone";EA Sports;EA Canada;;Sport;Multiplayer, Single player, Split screen;Comedy;;;NBA Jam;Third person
5619;nba-jam-2002;Feb 17, 2002 - Game Boy Advance;Acclaim Entertainment;Acclaim Entertainment;;Sport;Multiplayer, Single player;;;;NBA Jam;Third person
5620;nba-jam-2004;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again
5621;nba-jam-on-fire-edition;Oct 04, 2011 - PlayStation 3;EA Sports;;;Sport;;;;;NBA Jam;
5622;nba-live-06;"Sep 26, 2005 - PlayStation 2; Sep 26, 2005 - Mobile; Sep 26, 2005 - Xbox; Sep 26, 2005 - PlayStation Portable; Sep 26, 2005 - Nintendo GameCube; Sep 26, 2005 - PC (Microsoft Windows); Sep 26, 2005 - Xbox 360";EA Sports;EA Canada;;Simulator, Sport;Single player, Split screen;;;;NBA Live;Third person
5623;nba-live-07;"Sep 25, 2006 - PlayStation 2; Sep 25, 2006 - Mobile; Sep 25, 2006 - Xbox; Sep 25, 2006 - PlayStation Portable; Sep 25, 2006 - PC (Microsoft Windows); Sep 25, 2006 - Xbox 360";EA Sports;EA Canada;;Simulator, Sport;Multiplayer, Single player, Split screen;;;;NBA Live;Third person
5624;nba-live-08;"Sep 30, 2007 - Wii; Oct 02, 2007 - PlayStation 2; Oct 02, 2007 - PlayStation 3; Oct 02, 2007 - Mobile; Oct 02, 2007 - PlayStation Portable; Oct 02, 2007 - PC (Microsoft Windows); Oct 02, 2007 - Xbox 360";EA Sports;HB Studios, EA Canada;;Simulator, Sport;Multiplayer, Single player, Split screen;;;;NBA Live;Third person
5625;nba-live-09;"Oct 07, 2008 - PlayStation 2; Oct 07, 2008 - PlayStation 3; Oct 07, 2008 - Mobile; Oct 07, 2008 - Wii; Oct 07, 2008 - PlayStation Portable; Oct 07, 2008 - Xbox 360";EA Sports;HB Studios, EA Canada;;Sport;Multiplayer, Single player, Split screen;;;;NBA Live;Third person
5626;nba-live-09-all-play;Oct 06, 2008 - Wii;Electronic Arts;;;Sport;;;;;NBA Live;
5627;nba-live-10;"Oct 06, 2009 - PlayStation 3; Oct 06, 2009 - iOS; Oct 06, 2009 - PlayStation Portable; Oct 06, 2009 - Xbox 360";Electronic Arts;EA Canada, HB Studios;;Simulator, Sport;Multiplayer, Single player, Split screen;Educational;Xbox 360: Offline Co-op max players: 4, Online Co-op max players: 10, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op  yes, LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out ;;NBA Live;Third person
5628;nba-live-14;"Nov 19, 2013 - PlayStation 4; Nov 19, 2013 - Xbox One";Electronic Arts, EA Sports;EA Tiburon;;Sport;Multiplayer, Single player, Split screen;;;;NBA Live;Third person
5629;nba-live-15;"Oct 28, 2014 - PlayStation 4; Oct 28, 2014 - Xbox One";EA Sports;EA Tiburon;;Sport;Multiplayer, Single player;Non-fiction;;Ignite Engine;NBA Live;Third person
5630;nba-live-16;"Sep 29, 2015 - PlayStation 4; Sep 29, 2015 - Xbox One";;;;Sport;Co-operative, Multiplayer;;Xbox One: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 10, Offline max players: 4, Offline Co-op  yes, Online Co-op  yes, LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;NBA Live;
5631;nba-live-18;"Sep 15, 2017 - PlayStation 4; Sep 15, 2017 - Xbox One";EA Sports;EA Tiburon;;Sport;Co-operative, Multiplayer, Single player;Non-fiction;;;NBA Live;Third person
5632;nba-live-19;"Sep 07, 2018 - PlayStation 4; Sep 07, 2018 - Xbox One";EA Sports;;;Sport;;Non-fiction;;;NBA Live;
5633;nba-live-2001;"Oct 16, 2000 - PlayStation 2; Nov 18, 2000 - PlayStation";;;;Simulator, Sport;;;PlayStation 2: Offline Co-op max players: , Online Co-op max players: , Online max players: , Offline max players: , Offline Co-op , Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;NBA Live;
5634;nba-live-2002;"Oct 29, 2001 - PlayStation 2; Oct 30, 2001 - PlayStation; Nov 18, 2001 - Xbox";Electronic Arts;EA Sports;;Simulator, Sport;Single player, Split screen;;;;NBA Live;Third person
5635;nba-live-2003;"Oct 07, 2002 - PlayStation; Oct 07, 2002 - PlayStation 2; Oct 07, 2002 - Xbox; Oct 07, 2002 - Nintendo GameCube; Oct 07, 2002 - PC (Microsoft Windows)";EA Sports;EA Canada;;Sport;Multiplayer, Single player;Non-fiction;;;NBA Live;Bird view / Isometric, Third person
5636;nba-live-2004;"Oct 14, 2003 - PlayStation 2; Oct 14, 2003 - Xbox; Oct 14, 2003 - Nintendo GameCube; Oct 14, 2003 - PC (Microsoft Windows)";Electronic Arts;EA Sports;;Simulator, Sport;Single player, Split screen;;;;NBA Live;Third person
5637;nba-live-2005;"Sep 28, 2004 - PlayStation 2; Sep 28, 2004 - Xbox; Sep 28, 2004 - Nintendo GameCube; Sep 28, 2004 - PC (Microsoft Windows)";Electronic Arts;EA Canada;;Simulator, Sport;Single player, Split screen;;;;NBA Live;Third person
5638;nba-playgrounds;"May 09, 2017 - PlayStation Network; May 09, 2017 - PlayStation 4; May 09, 2017 - Xbox One; May 09, 2017 - PC (Microsoft Windows); May 09, 2017 - Nintendo Switch";Mad Dog Games, LLC;Saber Interactive;;Arcade, Sport;Co-operative, Multiplayer, Single player;;Xbox One: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 0, Offline max players: 4, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;;Bird view / Isometric, Side view
5639;nba-shootout-2001;Dec 01, 2000 - PlayStation;;;;Sport;;;;;NBA ShootOut;
5640;nba-shootout-2002;Oct 01, 2001 - PlayStation;;;;Sport;;;;;NBA ShootOut;
5641;nba-shootout-2003;Oct 29, 2002 - PlayStation;;;;Simulator, Sport;;;;;NBA ShootOut;
5642;nba-shootout-2004;Oct 20, 2003 - PlayStation;;;;Sport;;;;;NBA ShootOut;
5643;nba-starting-five;"May 12, 2002 - PlayStation 2; Nov 29, 2002 - Xbox";;;;Sport;;;;;;
5644;nba-street;"Jun 18, 2001 - PlayStation 2; Feb 17, 2002 - Nintendo GameCube";EA Sports BIG;EA Canada, NuFX;;Sport;Single player, Split screen;;;;NBA Street;Third person
5645;nba-street-homecourt;"Feb 19, 2007 - Xbox 360; Mar 08, 2007 - PlayStation 3";EA Sports BIG;EA Canada;;Sport;Multiplayer, Single player, Split screen;;;;NBA Street;Third person
5646;nba-street-showdown;May 25, 2005 - PlayStation Portable;;;;Sport;;;;;NBA Street;
5647;nba-street-v3;"Feb 08, 2005 - PlayStation 2; Feb 08, 2005 - Xbox; Feb 08, 2005 - Nintendo GameCube";EA Sports BIG;EA Canada;;Sport;Single player, Split screen;;;;NBA Street;Third person
5648;nba-unrivaled;"Dec 11, 2009 - Xbox 360; Apr 01, 2010 - PlayStation 3";;;;Sport;;;;;;
5649;ncaa-basketball-09;"Nov 17, 2008 - PlayStation 2; Nov 17, 2008 - PlayStation 3; Nov 17, 2008 - Xbox 360";EA Sports;EA Canada;;Sport;Multiplayer, Single player, Split screen;;;;NCAA March Madness;Third person
5650;ncaa-basketball-10;"Nov 18, 2009 - PlayStation 3; Nov 18, 2009 - Xbox 360";EA Sports;EA Canada;;Sport;Multiplayer, Single player, Split screen;;;;NCAA March Madness;Third person
5651;ncaa-college-basketball-2k3;"Dec 11, 2002 - PlayStation 2; Dec 11, 2002 - Xbox; Dec 11, 2002 - Nintendo GameCube";Sega;Visual Concepts, Kush Games;;Sport;Single player, Split screen;;;;NCAA College Hoops 2K;Third person
5652;ncaa-college-football-2k2;Sep 29, 2001 - Dreamcast;;;;Sport;;;;;NCAA College Football 2K;
5653;ncaa-college-football-2k3;"Aug 07, 2002 - PlayStation 2; Aug 13, 2002 - Xbox; Sep 09, 2002 - Nintendo GameCube";Sega;Visual Concepts;;Sport;Single player, Split screen;;;;NCAA College Football 2K;Third person
5654;ncaa-final-four-2001;Dec 02, 2000 - PlayStation;;;;Sport;;;;;NCAA Final Four;
5655;ncaa-final-four-2002;;;;;Sport;;;;;NCAA Final Four;
5656;ncaa-final-four-2003;;;;;Sport;;;;;NCAA Final Four;
5657;ncaa-final-four-2004;;;;;Sport;;;;;NCAA Final Four;
5658;ncaa-football-06;"Jul 11, 2005 - PlayStation 2; Jul 11, 2005 - Xbox";EA Sports;EA Tiburon;;Sport;Single player, Split screen;;;;NCAA Football;Third person
5659;ncaa-football-07;"Jul 18, 2006 - PlayStation 2; Jul 18, 2006 - Xbox; Jul 18, 2006 - PlayStation Portable; Jul 18, 2006 - Xbox 360";EA Sports;EA Tiburon;;Simulator, Sport;Multiplayer, Single player, Split screen;;;;NCAA Football;
5660;ncaa-football-08;"Jul 17, 2007 - PlayStation 2; Jul 17, 2007 - PlayStation 3; Jul 17, 2007 - Xbox; Jul 17, 2007 - Xbox 360";EA Sports;EA Tiburon;;Sport;Multiplayer, Single player, Split screen;;;;NCAA Football;Third person
5661;ncaa-football-09;"Jul 15, 2008 - PlayStation 2; Jul 15, 2008 - PlayStation 3; Jul 15, 2008 - Wii; Jul 15, 2008 - PlayStation Portable; Jul 15, 2008 - Xbox 360";EA Sports;EA Canada, EA Tiburon;;Simulator, Sport;Multiplayer, Single player, Split screen;;;;NCAA Football;Third person
5662;ncaa-football-10;"Jul 14, 2009 - PlayStation 2; Jul 14, 2009 - PlayStation 3; Jul 14, 2009 - PlayStation Portable; Jul 14, 2009 - Xbox 360";EA Sports;EA Canada, EA Tiburon;;Simulator, Sport;Multiplayer, Single player, Split screen;;"PlayStation 3: Offline Co-op max players: 2, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ; Xbox 360: Offline Co-op max players: 2, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ";;NCAA Football;Third person
5663;ncaa-football-11;"Jul 13, 2010 - PlayStation 2; Jul 13, 2010 - PlayStation 3; Jul 13, 2010 - iOS; Jul 13, 2010 - Xbox 360";EA Sports;EA Canada, EA Tiburon;;Simulator, Sport;Multiplayer, Single player, Split screen;;;;NCAA Football;Third person
