id;title;release_dates;publisher;dev;support_dev;genres;game_modes;themes;mult_modes;game_eng;series;perspective;crit_score;user_score
4253;jungle-rumble-freedom-happiness-and-bananas;Feb 10, 2015 - PlayStation Network;Disco Pixel;;;Music, Puzzle, Strategy;;;;;;;56;6
4254;ju-on-the-grudge;Jul 30, 2009 - Wii;AQ Interactive, Rising Star Games, XSEED Games;Feelplus;;Adventure;Single player;Action, Horror, Survival;;;Ju-on;First person;39;5,5
4255;jurassic-park-iii-the-dna-factor;Jul 16, 2001 - Game Boy Advance;Konami;Konami Computer Entertainment Hawaii, Konami;;Hack and slash/Beat 'em up, Platform, Puzzle;Single player;Action;;;Jurassic Park;Bird view / Isometric;44;5,4
4256;jurassic-park-operation-genesis;"Mar 10, 2003 - PC (Microsoft Windows); Mar 25, 2003 - PlayStation 2; Mar 26, 2003 - Xbox";Universal Interactive Studios, Konami;Blue Tongue Entertainment;;Simulator, Strategy;Single player;Action, Educational, Sandbox, Science fiction;;;Jurassic Park;Bird view / Isometric;75;8,6
4257;jurassic-park-the-game;"Nov 15, 2011 - PlayStation 3; Nov 15, 2011 - Mac; Nov 15, 2011 - iOS; Nov 15, 2011 - PC (Microsoft Windows); Nov 15, 2011 - Xbox 360";Telltale Games;Telltale Games;;Adventure, Point-and-click;Single player;Action, Horror, Science fiction, Survival;;Telltale Tool;;Third person;60;3,8
4258;jurassic-world-evolution;"Jun 12, 2018 - PlayStation 4; Jun 12, 2018 - Xbox One; Jun 12, 2018 - PC (Microsoft Windows)";Universal Pictures, Frontier Developments;Frontier Developments, Frontier Developments;;Simulator, Strategy;Single player;Science fiction;;;Jurassic Park;;76;6,2
4259;just-cause;"Sep 22, 2006 - PlayStation 2; Sep 22, 2006 - Xbox; Sep 22, 2006 - PC (Microsoft Windows); Sep 22, 2006 - Xbox 360";Eidos Interactive;Avalanche Studios;;Adventure, Racing, Shooter;Single player;Action, Open world, Sandbox;;Havok Physics, Avalanche engine;Just Cause;Third person;75;7,1
4260;just-cause-2;"Mar 23, 2010 - PlayStation 3; Mar 23, 2010 - Linux; Mar 23, 2010 - PC (Microsoft Windows); Mar 23, 2010 - Xbox 360";Eidos Interactive;Avalanche Studios;;Adventure, Racing, Shooter;Single player;Action, Open world, Sandbox;;Havok Physics, PathEngine, Avalanche engine;Just Cause;Third person;84;7,7
4261;just-cause-3;"Dec 01, 2015 - PlayStation 4; Dec 01, 2015 - Xbox One; Dec 01, 2015 - PC (Microsoft Windows)";Square Enix;Avalanche Studios;Human Head Studios;Adventure;Single player;Action, Open world;All platforms: Offline Co-op max players: , Online Co-op max players: , Online max players: , Offline max players: , Offline Co-op , Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;Just Cause;Third person;74;5,6
4262;just-cause-3-sky-fortress;"Mar 01, 2016 - PlayStation 4; Mar 01, 2016 - Xbox One; Mar 01, 2016 - PC (Microsoft Windows); Mar 08, 2016 - PlayStation Network";Square Enix;Avalanche Studios;;;;;;;;;72;6,2
4263;just-cause-4;"Dec 04, 2018 - PlayStation 4; Dec 04, 2018 - Xbox One; Dec 04, 2018 - PC (Microsoft Windows)";Square Enix;Avalanche Studios;;Adventure, Shooter;Single player;Action, Open world, Sandbox;;Apex;Just Cause;Third person;70;5,8
4264;just-dance;Nov 17, 2009 - Wii;Ubisoft Entertainment;Ubisoft Paris, Ubisoft Milan;;Music;Single player, Split screen;Party;;;Just Dance;;49;7,9
4265;just-dance-2;Oct 12, 2010 - Wii;Ubisoft Entertainment;Ubisoft Paris, Ubisoft Milan;;Music;;;;;Just Dance;;74;7,3
4266;just-dance-2014;"Oct 01, 2013 - Wii U; Oct 04, 2013 - Wii; Oct 08, 2013 - PlayStation 3; Oct 08, 2013 - Xbox 360; Nov 15, 2013 - PlayStation 4; Nov 22, 2013 - Xbox One";Ubisoft Entertainment;Ubisoft Milan, Ubisoft Paris, Ubisoft Reflections, Ubisoft Bucharest, Ubisoft Pune, Ubisoft Montpellier, Ubisoft Barcelona;;Music;Multiplayer, Single player, Split screen;;PlayStation 4: Offline Co-op max players: 4, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out ;;Just Dance;;79;7,8
4267;just-dance-2015;"Oct 21, 2014 - PlayStation 3; Oct 21, 2014 - Wii; Oct 21, 2014 - PlayStation 4; Oct 21, 2014 - Xbox One; Oct 21, 2014 - Xbox 360; Oct 21, 2014 - Wii U";Ubisoft;Ubisoft Paris, Ubisoft Milan, Ubisoft Reflections, Ubisoft Pune;;Music;Co-operative, Multiplayer, Single player;Party;All platforms: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;Just Dance;;72;5,9
4268;just-dance-2016;"Oct 20, 2015 - PlayStation 3; Oct 20, 2015 - Wii; Oct 20, 2015 - PlayStation 4; Oct 20, 2015 - Xbox One; Oct 20, 2015 - Xbox 360; Oct 20, 2015 - Wii U";Ubisoft Entertainment;Ubisoft Paris, Ubisoft Milan, Ubisoft Pune;;Music;Co-operative, Multiplayer, Single player;Comedy, Party;Xbox One: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 0, Offline max players: 6, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;Just Dance;;73;5,8
4269;just-dance-2017;"Oct 25, 2016 - PlayStation 3; Oct 25, 2016 - Wii; Oct 25, 2016 - PlayStation 4; Oct 25, 2016 - Xbox One; Oct 25, 2016 - PC (Microsoft Windows); Oct 25, 2016 - Xbox 360; Oct 25, 2016 - Wii U; Mar 03, 2017 - Nintendo Switch";Ubisoft Entertainment;Ubisoft Paris, Ubisoft Milan, Ubisoft Pune;;Music;Co-operative, Multiplayer, Single player;Comedy, Party;Xbox One: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 8, Offline max players: 6, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;Just Dance;Side view;73;6,6
4270;just-dance-2018;"Oct 24, 2017 - PlayStation 3; Oct 24, 2017 - Wii; Oct 24, 2017 - Xbox One; Oct 24, 2017 - Xbox 360; Oct 24, 2017 - Wii U; Oct 24, 2017 - Nintendo Switch; Oct 26, 2017 - PlayStation 4";Ubisoft Entertainment;Ubisoft Paris;;Music;Multiplayer, Single player;Party;;;Just Dance;Side view;75;5,7
4271;just-dance-2019;"Oct 25, 2018 - Wii; Oct 25, 2018 - PlayStation 4; Oct 25, 2018 - Xbox One; Oct 25, 2018 - Xbox 360; Oct 25, 2018 - Wii U; Oct 25, 2018 - Nintendo Switch";Ubisoft Entertainment;Ubisoft Paris;;Music;Multiplayer, Single player;Party;;;Just Dance;Side view;77;6,1
4272;just-dance-2020;"Nov 05, 2019 - Wii; Nov 05, 2019 - PlayStation 4; Nov 05, 2019 - Xbox One; Nov 05, 2019 - PC (Microsoft Windows); Nov 05, 2019 - Nintendo Switch; Nov 19, 2019 - Google Stadia";Ubisoft Studios;Ubisoft Paris;;;Multiplayer, Single player;Party;;;Just Dance;;74;6,5
4273;just-dance-3;"Oct 07, 2011 - Wii; Oct 07, 2011 - Xbox 360; Dec 06, 2011 - PlayStation 3";Ubisoft Entertainment;Ubisoft Paris, Ubisoft Reflections, Ubisoft Montreal;;Music;Multiplayer, Single player, Split screen;Party;Wii: Offline Co-op max players: 4, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out  yes;;Just Dance;;74;7,9
4274;just-dance-4;"Oct 02, 2012 - Wii; Oct 09, 2012 - PlayStation 3; Oct 09, 2012 - Xbox 360; Nov 18, 2012 - Wii U";Ubisoft Entertainment;Ubisoft Paris;Ubisoft Reflections, Ubisoft Bucharest, Ubisoft Pune, Ubisoft Milan;Music;Multiplayer, Single player, Split screen;Party;Wii: Offline Co-op max players: 4, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;Just Dance;First person;77;7,7
4275;justice-league-chronicles;Nov 12, 2003 - Game Boy Advance;Midway Games;Full Fat;;Platform;Single player;Action;;;Justice League;;43;tbd
4276;justice-league-heroes;"Oct 17, 2006 - PlayStation 2; Oct 17, 2006 - Xbox; Oct 17, 2006 - Nintendo DS; Nov 22, 2006 - PlayStation Portable";WB Games, Eidos Interactive;Snowblind Studios;;Role-playing (RPG);Co-operative, Single player;Action;"Nintendo DS: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op , Online Co-op , LAN Co-op  yes, Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out ; Xbox: Offline Co-op max players: 2, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out  yes";;Justice League;Third person;72;7,4
4277;justice-league-heroes-the-flash;Oct 17, 2006 - Game Boy Advance;WB Games, Eidos Interactive;WayForward Technologies Inc.;;Platform;Single player;Action;;;Justice League;Third person;72;7,4
4278;justice-league-injustice-for-all;Nov 17, 2002 - Game Boy Advance;Midway Games;Saffire;;Platform;Single player;Action;;;Justice League;;56;tbd
4279;jydge;"Oct 01, 2017 - Mac; Oct 01, 2017 - Linux; Oct 01, 2017 - PC (Microsoft Windows); Oct 03, 2017 - PlayStation 4; Oct 04, 2017 - PlayStation Network; Oct 06, 2017 - Xbox One; Oct 19, 2017 - Nintendo Switch; Jan 17, 2018 - iOS";10tons Ltd.;10tons Ltd.;;Indie, Role-playing (RPG), Shooter, Simulator, Strategy;Co-operative, Multiplayer, Single player;Action;;;;;76;6,7
4280;k-1-world-grand-prix;Aug 09, 2003 - PlayStation 2;;;;Fighting, Racing, Simulator, Sport;;;;;K-1;;67;7,9
4281;kabuki-warriors;Nov 19, 2001 - Xbox;Genki;Genki, Bergsala Lightweight;;Fighting;Single player, Split screen;;;;;;32;1,8
4282;kakuto-chojin;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;46;6,6
4283;kalimba;"Dec 17, 2014 - Xbox One; Apr 22, 2015 - PC (Microsoft Windows)";Microsoft Studios;Press Play;;Indie, Platform, Puzzle;Co-operative, Multiplayer, Single player;Action;Xbox One: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 0, Offline max players: 2, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;Unity;;Side view;81;7,4
4284;kameo-elements-of-power;Nov 22, 2005 - Xbox 360;Microsoft Game Studios;Rare;;Adventure, Hack and slash/Beat 'em up;Multiplayer, Single player;Action;Xbox 360: Offline Co-op max players: 2, Online Co-op max players: 2, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op  yes, LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen  yes, Drop in/out  yes;;;Third person;79;8
4285;kamiko;"Apr 13, 2017 - Nintendo Switch; Jun 27, 2019 - PlayStation 4; Jun 27, 2019 - PC (Microsoft Windows); Aug 28, 2019 - Xbox One";Flyhigh Works;Skipmore;ESQUADRA, Inc.;Adventure, Indie;Single player;Action, Fantasy, Science fiction;;Unity 5;;Bird view / Isometric;74;7,5
4286;kao-the-kangaroo;"Dec 08, 2000 - Dreamcast; Dec 08, 2000 - PC (Microsoft Windows); Dec 11, 2001 - Game Boy Advance";Titus Interactive;Tate Interactive;;Platform;Single player;Action, Kids;;;Kao the Kangaroo;Third person;63;5,8
4287;kao-the-kangaroo-round-2;"Apr 15, 2003 - Xbox; Apr 15, 2005 - PlayStation 2; Apr 15, 2005 - Nintendo GameCube; Mar 21, 2006 - PC (Microsoft Windows)";JoWooD Productions Software, Atari;Tate Interactive;;Adventure, Platform, Racing;Single player;Action;;;Kao the Kangaroo;Third person;62;tbd
4288;karaoke-revolution;"Nov 24, 2009 - PlayStation 3; Nov 24, 2009 - Wii; Nov 24, 2009 - Xbox 360";Konami;Blitz Games;;Music, Simulator;Multiplayer, Single player, Split screen;;;;Karaoke Revolution;;83;8,7
4289;karaoke-revolution-party;"Dec 08, 2005 - PlayStation 2; Dec 08, 2005 - Xbox; Dec 08, 2005 - Nintendo GameCube";Konami;Harmonix Music Systems;;Music, Simulator;Multiplayer, Single player;Party;;;Karaoke Revolution;;80;tbd
4290;karaoke-revolution-presents-american-idol;Feb 02, 2007 - PlayStation 2;;;;Music;;;;;Karaoke Revolution;;78;8,4
4291;karaoke-revolution-presents-american-idol-encore;"Mar 04, 2008 - PlayStation 3; Mar 05, 2008 - Xbox 360";;;;Music;;;;;Karaoke Revolution;;70;7
4292;karaoke-revolution-volume-2;Dec 31, 2004 - PlayStation 2;;Harmonix Music Systems;;Music, Simulator;Multiplayer, Single player;Party;;;Karaoke Revolution;;76;7
4293;karaoke-revolution-volume-3;Nov 09, 2004 - PlayStation 2;Konami Digital Entertainment;Harmonix Music Systems;;Simulator;;;;;Karaoke Revolution;;82;7,8
4294;karateka;"Dec 31, 1984 - Apple II; Dec 05, 1985 - Nintendo Entertainment System (NES); Dec 31, 1985 - Commodore C64/128; Dec 31, 1985 - Atari 8-bit; Dec 31, 1986 - PC DOS; Dec 31, 1987 - Atari 7800; Nov 01, 1988 - PC-98; Dec 31, 1988 - Atari ST/STE; Dec 31, 1990 - ZX Spectrum; Dec 31, 1990 - MSX; Dec 31, 1990 - Amstrad CPC";Atari, Dro Soft, Soft Pro International, Br??derbund Software;;;Fighting, Hack and slash/Beat 'em up, Indie;Single player;Action;;;Karateka;Side view;60;6,7
4295;karnaaj-rally;Nov 21, 2002 - Game Boy Advance;Jaleco;Paragon 5;;Racing;Multiplayer, Single player;;;;;Bird view / Isometric;81;7
4296;katamari-damacy;Mar 18, 2004 - PlayStation 2;Namco;Namco, NOW Production;;Adventure, Puzzle;Single player, Split screen;Action, Comedy;;;Katamari Damacy;Third person;86;8,8
4297;katamari-damacy-reroll;"Dec 07, 2018 - PC (Microsoft Windows); Dec 07, 2018 - Nintendo Switch";Bandai Namco Entertainment;MONKEYCRAFT Co. Ltd;;Puzzle;Multiplayer, Single player;Action, Comedy;;;;Third person;87;8,4
4298;katamari-forever;Jul 23, 2009 - PlayStation 3;Namco Bandai Games;Genki;;Adventure, Puzzle;Multiplayer, Single player;Action, Comedy;PlayStation 3: Offline Co-op max players: 2, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;Katamari Damacy;Third person;74;8
4299;katana-kami-a-way-of-the-samurai-story;"Feb 20, 2020 - PlayStation 4; Feb 20, 2020 - PC (Microsoft Windows); Feb 20, 2020 - Nintendo Switch";Spike Chunsoft, Inc., Spike ChunSoft;ACQUIRE Corp.;;Adventure, Hack and slash/Beat 'em up, Role-playing (RPG);Co-operative, Multiplayer, Single player;Action, Fantasy, Historical;;Unreal Engine 4;Way of the Samurai;Bird view / Isometric, Third person;67;6,2
4300;katana-zero;"Apr 18, 2019 - Mac; Apr 18, 2019 - PC (Microsoft Windows); Apr 18, 2019 - Nintendo Switch";Devolver Digital;Askiisoft;;Indie, Platform;Single player;Action;;Custom built engine;;Side view;83;8,9
4301;kathy-rain;"May 05, 2016 - Mac; May 05, 2016 - PC (Microsoft Windows)";Raw Fury Games;Clifftop Games;;Adventure, Indie, Point-and-click, Puzzle;Single player;Drama, Thriller;;Adventure Game Studio;;Side view;77;7,6
4302;keepsake;Mar 17, 2006 - PC (Microsoft Windows);The Adventure Company, Lighthouse Interactive;Wicked Studios;;Adventure, Indie, Point-and-click, Puzzle;Single player;Fantasy;;Crystal Space;;Third person;68;6,5
4303;keep-talking-and-nobody-explodes;"Oct 08, 2015 - PC (Microsoft Windows); Dec 12, 2015 - Mac; Oct 13, 2016 - PlayStation Network; Oct 13, 2016 - PlayStation VR; Dec 20, 2017 - Linux; Aug 16, 2018 - PlayStation 4; Aug 16, 2018 - Nintendo Switch; Aug 17, 2018 - Xbox One; Aug 01, 2019 - Android; Aug 01, 2019 - iOS";Steel Crate Games;Steel Crate Games;;Indie, Puzzle, Simulator;Co-operative, Multiplayer;Thriller;PC (Microsoft Windows): Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;;First person, Virtual Reality;88;6,9
4304;kelvin-and-the-infamous-machine;"Jul 21, 2016 - Mac; Jul 21, 2016 - Linux; Jul 21, 2016 - PC (Microsoft Windows)";Blyts;Blyts;;Adventure, Indie, Point-and-click;Single player;Comedy, Historical;;;;Side view;79;7,5
4305;kengo-legend-of-the-9;Sep 07, 2006 - Xbox 360;Genki, Majesco Entertainment, Eidos Interactive;Genki;;Fighting, Hack and slash/Beat 'em up;Multiplayer, Single player;Action, Fantasy, Historical, Stealth;;;Kengo;Third person;38;4,1
4306;kengo-master-of-bushido;Dec 14, 2000 - PlayStation 2;Crave Entertainment, Genki;Light Weight;;Fighting;Multiplayer, Single player;Action;;;Kengo;Third person;62;8,4
4307;kenka-bancho-badass-rumble;"Nov 27, 2008 - PlayStation Portable; Nov 12, 2009 - PlayStation Network";Spike, Atlus USA;Spike;;Fighting, Hack and slash/Beat 'em up;;;;;Kenka Bancho;;70;7,5
4308;kenshi;Dec 06, 2018 - PC (Microsoft Windows);Lo-Fi Games;Lo-Fi Games;;Indie, Role-playing (RPG), Simulator, Strategy;Multiplayer, Single player;Action, Sandbox;;;;Third person;75;8,2
4309;kentucky-route-zero;"Jan 07, 2013 - Mac; Jan 07, 2013 - Linux; Jan 07, 2013 - PC (Microsoft Windows)";Cardboard Computer;Cardboard Computer;;Adventure, Indie, Point-and-click;Single player;Drama, Thriller;;;;Side view;86;7,6
4310;kentucky-route-zero-act-i;"Jan 07, 2013 - Mac; Jan 07, 2013 - Linux; Jan 07, 2013 - PC (Microsoft Windows)";Cardboard Computer;Cardboard Computer;;Adventure, Indie, Point-and-click;Single player;Drama;;;;Side view;81;7,5
4311;kentucky-route-zero-act-ii;"May 31, 2013 - Mac; May 31, 2013 - Linux; May 31, 2013 - PC (Microsoft Windows)";Cardboard Computer;Cardboard Computer;;Adventure, Indie, Point-and-click;Single player;Drama;;;;Side view;82;7,5
4312;kentucky-route-zero-act-iii;"May 06, 2014 - Mac; May 06, 2014 - Linux; May 06, 2014 - PC (Microsoft Windows)";Cardboard Computer;Cardboard Computer;;Adventure, Indie, Point-and-click;;Drama;;;;;91;6,7
4313;kentucky-route-zero-act-iv;"Jul 19, 2016 - Mac; Jul 19, 2016 - Linux; Jul 19, 2016 - PC (Microsoft Windows)";Cardboard Computer;Cardboard Computer;;Adventure, Indie, Point-and-click;Single player;Drama;;;;Side view;90;6,3
4314;kentucky-route-zero-tv-edition;"Jan 28, 2020 - PlayStation 4; Jan 28, 2020 - Xbox One; Jan 28, 2020 - Nintendo Switch";Annapurna Interactive;Cardboard Computer;;Adventure, Indie, Point-and-click;Single player;Drama, Mystery, Thriller;All platforms: Offline Co-op max players: , Online Co-op max players: , Online max players: , Offline max players: , Offline Co-op , Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;Unity;;Side view;88;6
4315;kerbal-space-program;"Apr 27, 2015 - Mac; Apr 27, 2015 - Linux; Apr 27, 2015 - PC (Microsoft Windows); Jul 15, 2016 - Xbox One; Jan 16, 2018 - PlayStation 4";Squad, Deported B.V.;Squad, Flying Tiger Developments;;Indie, Simulator;Single player;Educational, Open world, Sandbox, Science fiction;;Unity;;Bird view / Isometric, First person, Third person;88;8,2
4316;kerbal-space-program-enhanced-edition;"Jan 16, 2018 - PlayStation 4; Jan 16, 2018 - Xbox One";Private Division;Squad;;Indie, Simulator;Single player;Educational, Open world, Sandbox, Science fiction;;;;;64;6,4
4317;kerbal-space-program-making-history;;;;;;;;;;;;76;6,5
4318;kero-blaster;"May 11, 2014 - iOS; May 11, 2014 - PC (Microsoft Windows); Apr 11, 2017 - PlayStation 4; Aug 23, 2018 - Nintendo Switch";AGM Playism;Studio Pixel;;Adventure, Indie, Platform, Shooter;Single player;Action;;;;Side view;82;7,3
4319;kersploosh;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;62;7
4320;kessen;Mar 04, 2000 - PlayStation 2;Electronic Arts, Koei;Koei;;Strategy, Tactical, Turn-based strategy (TBS);Single player;Historical, Warfare;;;Kessen;Bird view / Isometric;75;8,3
4321;kessen-ii;Mar 29, 2001 - PlayStation 2;Koei;Koei;;Real Time Strategy (RTS), Strategy;Single player;Fantasy, Historical;;;Kessen;Bird view / Isometric, Third person;71;8
4322;kessen-iii;"Dec 22, 2004 - PlayStation 2; Jan 30, 2013 - PlayStation Network";Koei;Koei;;Real Time Strategy (RTS), Strategy;Multiplayer, Single player;Action, Fantasy, Historical, Warfare;;;Kessen;;73;8,1
4323;kholat;"Jun 10, 2015 - Mac; Jun 10, 2015 - PC (Microsoft Windows); Mar 08, 2016 - PlayStation Network; Mar 08, 2016 - PlayStation 4; Jun 09, 2017 - Xbox One";IMGN.PRO;IMGN.PRO;BlitWorks;Adventure, Indie;Single player;Horror, Open world;;Unreal Engine;;First person;64;7
